Location	Date	VW_30cm	VW_60cm	VW_90cm	VW_120cm	VW_150cm	T_30cm	T_60cm	T_90cm	T_120cm	T_150cm
CAF237	04/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	04/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	04/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	04/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	04/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	04/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	04/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	04/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	04/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	04/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	04/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/07/2007	0.367	0.441	0.385	0.466	0.544	12.33	9.78	8.92	8.4	8.2
CAF237	05/08/2007	0.365	0.441	0.385	0.465	0.544	12.59	10.07	9.03	8.4	8.2
CAF237	05/09/2007	0.365	0.442	0.385	0.466	0.544	13.64	10.65	9.21	8.43	8.26
CAF237	05/10/2007	0.363	0.443	0.385	0.466	0.544	14.13	11.16	9.5	8.54	8.34
CAF237	05/11/2007	0.362	0.444	0.386	0.466	0.544	14.82	11.6	9.79	8.69	8.42
CAF237	05/12/2007	0.36	0.444	0.386	0.467	0.544	15.34	12.03	10.09	8.85	8.52
CAF237	05/13/2007	0.358	0.445	0.387	0.467	0.545	14.86	12.4	10.39	9.04	8.63
CAF237	05/14/2007	0.355	0.445	0.387	0.468	0.545	13.94	12.36	10.63	9.21	8.75
CAF237	05/15/2007	0.354	0.444	0.387	0.469	0.545	14.25	12.34	10.7	9.36	8.84
CAF237	05/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF237	05/24/2007	0.357	0.444	0.388	0.471	0.547	14.1	12.2	11.2	10.3	9.8
CAF237	05/25/2007	0.353	0.444	0.388	0.471	0.547	13.8	12.33	11.24	10.3	9.88
CAF237	05/26/2007	0.349	0.444	0.388	0.471	0.547	14.58	12.54	11.3	10.34	9.9
CAF237	05/27/2007	0.344	0.444	0.388	0.471	0.547	15.1	12.83	11.42	10.37	9.92
CAF237	05/28/2007	0.339	0.444	0.388	0.472	0.547	13.4	12.96	11.55	10.41	10
CAF237	05/29/2007	0.336	0.443	0.388	0.472	0.547	13.66	12.42	11.59	10.52	10.09
CAF237	05/30/2007	0.333	0.443	0.388	0.472	0.547	14.42	12.49	11.5	10.54	10.1
