Location	Date	VW_30cm	VW_60cm	VW_90cm	VW_120cm	VW_150cm	T_30cm	T_60cm	T_90cm	T_120cm	T_150cm
CAF197	04/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	04/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	04/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	04/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	04/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	04/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	04/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	04/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	04/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	04/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	04/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	05/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	05/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	05/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	05/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	05/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	05/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	05/07/2007	0.334	0.387	0.445	0.507	0.387	12.47	9.35	11.32	8.4	8
CAF197	05/08/2007	0.334	0.387	NA	0.506	0.387	12.63	9.66	11.35	8.49	8.02
CAF197	05/09/2007	0.333	0.387	0.446	0.506	0.387	13.67	10.19	11.59	8.54	8.1
CAF197	05/10/2007	0.332	0.387	0.446	0.505	0.387	13.97	10.68	11.86	8.66	8.16
CAF197	05/11/2007	0.33	0.386	0.446	0.504	0.387	14.55	11.09	12.09	8.83	8.25
CAF197	05/12/2007	0.327	0.386	0.446	0.504	0.387	15.06	11.49	12.5	9.01	8.39
CAF197	05/13/2007	0.323	0.386	0.446	0.504	0.386	14.42	11.83	12.74	9.21	8.53
CAF197	05/14/2007	0.318	0.385	0.446	0.503	0.386	13.41	11.76	13.11	9.41	8.66
CAF197	05/15/2007	0.314	0.384	0.447	0.502	0.386	14	11.69	13.23	9.58	8.83
CAF197	05/16/2007	0.308	0.383	0.447	0.501	0.386	14.77	11.84	13.23	9.72	8.96
CAF197	05/17/2007	0.302	0.383	NA	0.501	0.386	15.01	12.12	13.32	9.83	9.08
CAF197	05/18/2007	0.296	0.382	0.446	0.5	0.386	15.05	12.34	13.45	9.96	9.18
CAF197	05/19/2007	0.291	0.381	0.446	0.499	0.385	15.04	12.53	13.42	10.13	9.31
CAF197	05/20/2007	0.287	0.38	0.446	0.499	0.385	13.89	12.54	13.63	10.25	9.43
CAF197	05/21/2007	0.284	0.379	0.446	0.498	0.385	12.32	12.23	13.56	10.38	9.55
CAF197	05/22/2007	0.283	0.378	0.446	0.497	0.385	11.43	11.71	13.44	10.48	9.66
CAF197	05/23/2007	0.284	0.376	0.445	0.496	0.385	12.07	11.37	13.24	10.5	9.71
CAF197	05/24/2007	0.284	0.375	0.445	0.495	0.385	12.7	11.38	13.11	10.45	9.8
CAF197	05/25/2007	0.283	0.374	0.444	0.494	0.384	12.85	11.48	13.28	10.4	9.8
CAF197	05/26/2007	0.281	0.373	0.444	0.493	0.384	13.46	11.57	13.3	10.4	9.8
CAF197	05/27/2007	0.28	0.371	0.444	0.492	0.384	14.13	11.8	13.32	10.46	9.8
CAF197	05/28/2007	0.277	0.37	0.444	0.491	0.384	12.87	11.96	13.52	10.5	9.84
CAF197	05/29/2007	0.274	0.368	0.444	0.489	0.383	12.36	11.53	13.53	10.6	9.9
CAF197	05/30/2007	0.273	0.366	0.442	0.488	0.383	13.31	11.49	13.5	10.6	9.9
CAF197	05/31/2007	0.271	0.364	0.442	0.487	0.383	14.4	11.78	13.42	10.6	10
CAF197	06/01/2007	0.268	0.361	0.442	0.485	0.383	15.35	12.17	13.54	10.61	10
CAF197	06/02/2007	0.264	0.358	0.442	0.484	0.382	16.23	12.64	13.73	10.7	10
CAF197	06/03/2007	0.261	0.354	0.442	0.482	0.382	17	13.12	13.96	10.83	10.1
CAF197	06/04/2007	0.258	0.35	0.441	0.48	0.382	17.75	13.6	14.29	10.97	10.17
CAF197	06/05/2007	0.255	0.347	0.441	0.48	0.381	16.4	14.08	14.68	11.2	10.3
CAF197	06/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	06/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	06/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	06/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	06/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	06/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	06/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	06/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	06/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF197	06/15/2007	0.25	0.31	0.43	0.459	0.378	14.97	12.9	14.28	11.6	10.9
CAF197	06/16/2007	0.25	0.309	0.429	0.457	0.378	15.13	13.05	14.32	11.69	10.9
