Location	Date	VW_30cm	VW_60cm	VW_90cm	VW_120cm	VW_150cm	T_30cm	T_60cm	T_90cm	T_120cm	T_150cm
CAF119	04/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	04/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	04/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	04/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	04/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	04/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	04/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	04/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	04/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	04/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	04/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	05/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	05/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	05/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	05/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	05/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	05/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF119	05/07/2007	0.304	0.451	0.4	0.458	0.442	12.2	9.1	8.7	8.4	8.19
CAF119	05/08/2007	0.301	0.449	0.4	0.457	0.442	12.45	9.33	8.8	8.4	8.2
CAF119	05/09/2007	0.295	0.447	0.399	0.458	0.443	13.48	9.77	8.94	8.48	8.21
CAF119	05/10/2007	0.287	0.445	0.398	0.458	0.443	13.74	10.17	9.17	8.55	8.27
CAF119	05/11/2007	0.278	0.443	0.398	0.458	0.443	14.28	10.49	9.38	8.66	8.32
CAF119	05/12/2007	0.269	0.441	0.397	0.458	0.443	14.61	10.79	9.6	8.79	8.42
CAF119	05/13/2007	0.26	0.44	0.396	0.458	0.444	13.6	11.04	9.8	8.96	8.5
CAF119	05/14/2007	0.254	0.438	0.396	0.459	0.444	12.64	11.01	9.95	9.1	8.6
CAF119	05/15/2007	0.247	0.435	0.395	0.458	0.444	13.64	10.91	10	9.21	8.71
CAF119	05/16/2007	0.241	0.432	0.394	0.458	0.444	14.33	11.05	10.07	9.3	8.8
CAF119	05/17/2007	0.235	0.428	0.393	0.458	0.444	14.3	11.24	10.16	9.36	8.89
CAF119	05/18/2007	0.231	0.426	0.392	0.459	0.445	14.25	11.37	10.3	9.44	8.96
CAF119	05/19/2007	0.228	0.423	0.391	0.459	0.445	14.14	11.47	10.4	9.54	9.03
CAF119	05/20/2007	0.225	0.42	0.39	0.459	0.445	12.79	11.47	10.5	9.63	9.12
CAF119	05/21/2007	0.222	0.418	0.389	0.459	0.445	11.1	11.22	10.5	9.7	9.2
CAF119	05/22/2007	0.227	0.416	0.388	0.459	0.445	10.52	10.8	10.42	9.7	9.27
CAF119	05/23/2007	0.24	0.413	0.387	0.459	0.445	11.5	10.51	10.25	9.7	9.3
CAF119	05/24/2007	0.246	0.41	0.386	0.459	0.445	11.98	10.55	10.2	9.7	9.32
CAF119	05/25/2007	0.248	0.407	0.385	0.459	0.445	11.91	10.6	10.2	9.7	9.36
CAF119	05/26/2007	0.249	0.403	0.384	0.459	0.445	12.57	10.66	10.2	9.7	9.38
CAF119	05/27/2007	0.248	0.398	0.383	0.459	0.444	13.24	10.8	10.2	9.7	9.4
CAF119	05/28/2007	0.245	0.396	0.383	0.459	0.444	11.72	10.94	10.3	9.71	9.4
CAF119	05/29/2007	0.244	0.391	0.381	0.459	0.444	11.97	10.63	10.3	9.8	9.45
CAF119	05/30/2007	0.243	0.387	0.38	0.459	0.444	12.78	10.61	10.23	9.8	9.49
CAF119	05/31/2007	0.24	0.38	0.378	0.459	0.444	13.73	10.82	10.25	9.8	9.5
CAF119	06/01/2007	0.235	0.372	0.377	0.459	0.444	14.64	11.11	10.35	9.8	9.5
CAF119	06/02/2007	0.231	0.363	0.374	0.459	0.444	15.5	11.45	10.49	9.9	9.52
CAF119	06/03/2007	0.226	0.352	0.372	0.459	0.444	16.21	11.81	10.68	9.95	9.59
CAF119	06/04/2007	0.222	0.342	0.368	0.459	0.444	16.9	12.19	10.88	10.04	9.62
CAF119	06/05/2007	0.228	0.336	0.366	0.459	0.444	15.08	12.6	11.18	10.2	9.7
CAF119	06/06/2007	0.22	0.305	0.307	0.455	0.444	14.01	11.5	11	10.51	10.14
CAF119	06/07/2007	0.219	0.302	0.301	0.454	0.443	13.82	11.66	11.04	10.6	10.18
CAF119	06/08/2007	0.216	0.298	0.293	0.452	0.443	12.83	11.67	11.1	10.73	10.2
CAF119	06/09/2007	0.213	0.292	0.276	0.452	0.443	13.14	11.57	11.1	10.96	10.2
CAF119	06/10/2007	0.21	0.283	0.259	0.451	0.443	14.75	11.67	11.1	10.93	10.22
CAF119	06/11/2007	0.206	0.274	0.246	0.45	0.443	15.66	12.06	11.21	10.97	10.28
CAF119	06/12/2007	0.2	0.262	0.234	0.447	0.442	15.55	12.48	11.45	11.05	10.31
