Location	Date	VW_30cm	VW_60cm	VW_90cm	VW_120cm	VW_150cm	T_30cm	T_60cm	T_90cm	T_120cm	T_150cm
CAF003	04/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	04/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	04/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	04/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	04/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	04/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	04/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	04/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	04/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	04/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	04/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	05/31/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	06/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	07/31/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF003	08/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
