Location	Date	VW_30cm	VW_60cm	VW_90cm	VW_120cm	VW_150cm	T_30cm	T_60cm	T_90cm	T_120cm	T_150cm
CAF316	04/20/2007	0.442	0.497	0.464	0.505	0.462	8.07	7.12	6.7	6.8	6.7
CAF316	04/21/2007	0.441	0.495	0.464	0.505	0.462	8.28	7.23	6.71	6.89	6.7
CAF316	04/22/2007	0.44	0.492	0.463	0.505	0.462	8.76	7.4	6.8	6.9	6.71
CAF316	04/23/2007	0.439	0.49	0.464	0.505	0.462	9.26	7.6	6.88	6.9	6.8
CAF316	04/24/2007	0.438	0.489	0.464	0.505	0.462	9.84	7.87	6.99	7	6.8
CAF316	04/25/2007	0.436	0.487	0.463	0.505	0.462	10.05	8.13	7.14	7.07	6.86
CAF316	04/26/2007	0.435	0.485	0.463	0.505	0.462	9.78	8.33	7.3	7.17	6.9
CAF316	04/27/2007	0.433	0.483	0.463	0.506	0.462	10.38	8.39	7.4	7.22	6.93
CAF316	04/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF316	04/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF316	04/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF316	05/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF316	05/02/2007	0.422	0.469	0.461	0.506	0.463	11.68	9.69	8.25	7.9	7.4
CAF316	05/03/2007	0.423	0.468	0.461	0.506	0.463	10.66	9.69	8.37	8.02	7.45
CAF316	05/04/2007	0.423	0.467	0.461	0.506	0.463	9.83	9.53	8.46	8.13	7.53
CAF316	05/05/2007	0.422	0.466	0.461	0.506	0.463	9.55	9.26	8.42	8.2	7.6
CAF316	05/06/2007	0.419	0.464	0.461	0.506	0.463	10.17	9.13	8.4	8.2	7.7
CAF316	05/07/2007	0.417	0.462	0.461	0.506	0.463	11.45	9.23	8.4	8.2	7.75
CAF316	05/08/2007	0.413	0.46	0.461	0.506	0.463	12.75	9.58	8.44	8.28	7.8
CAF316	05/09/2007	0.41	0.458	0.459	0.506	0.463	13.91	10.07	8.6	8.33	7.82
CAF316	05/10/2007	0.407	0.456	0.459	0.506	0.464	14.33	10.55	8.85	8.45	7.9
CAF316	05/11/2007	0.403	0.454	0.458	0.506	0.464	14.92	10.98	9.1	8.61	7.97
CAF316	05/12/2007	0.4	0.452	0.457	0.506	0.464	15.42	11.36	9.37	8.79	8.06
CAF316	05/13/2007	0.398	0.45	0.457	0.507	0.464	14.82	11.7	9.64	8.99	8.17
CAF316	05/14/2007	0.396	0.449	0.456	0.507	0.465	13.74	11.7	9.85	9.18	8.28
CAF316	05/15/2007	0.393	0.448	0.455	0.508	0.465	14.35	11.64	9.95	9.33	8.42
CAF316	05/16/2007	0.389	0.446	0.455	0.508	0.465	15.06	11.77	10.04	9.44	8.53
CAF316	05/17/2007	0.384	0.445	0.454	0.508	0.465	15.35	12	10.17	9.56	8.64
CAF316	05/18/2007	0.377	0.443	0.453	0.508	0.465	15.42	12.17	10.34	9.67	8.73
CAF316	05/19/2007	0.373	0.441	0.452	0.508	0.466	15.42	12.34	10.47	9.81	8.85
CAF316	05/20/2007	0.371	0.44	0.451	0.508	0.466	14	12.37	10.6	9.93	8.95
CAF316	05/21/2007	0.377	0.439	0.45	0.509	0.466	12.15	12.09	10.64	10.03	9.05
CAF316	05/22/2007	0.396	0.439	0.45	0.509	0.466	11.45	11.6	10.57	10.1	9.13
CAF316	05/23/2007	0.393	0.438	0.449	0.509	0.466	12.36	11.3	10.42	10.1	9.2
CAF316	05/24/2007	0.387	0.436	0.449	0.509	0.467	12.9	11.3	10.31	10.01	9.24
CAF316	05/25/2007	0.381	0.435	0.448	0.509	0.467	13.15	11.39	10.3	10	9.3
CAF316	05/26/2007	0.375	0.433	0.448	0.509	0.467	13.88	11.53	10.31	10	9.3
CAF316	05/27/2007	0.37	0.431	0.447	0.51	0.467	14.54	11.73	10.4	10.08	9.3
CAF316	05/28/2007	0.367	0.43	0.446	0.51	0.467	13.15	11.92	10.5	10.13	9.38
CAF316	05/29/2007	0.364	0.428	0.445	0.51	0.467	12.09	11.7	10.58	10.2	9.4
CAF316	05/30/2007	0.354	0.426	0.444	0.51	0.467	13.75	11.55	10.5	10.2	9.47
CAF316	05/31/2007	0.34	0.424	0.443	0.51	0.467	14.9	11.78	10.5	10.2	9.5
CAF316	06/01/2007	0.323	0.421	0.442	0.51	0.467	15.83	12.13	10.61	10.3	9.5
CAF316	06/02/2007	0.304	0.419	0.44	0.51	0.467	16.62	12.52	10.77	10.35	9.6
CAF316	06/03/2007	0.284	0.415	0.439	0.51	0.467	17.22	12.9	10.98	10.45	9.6
CAF316	06/04/2007	0.272	0.412	0.437	0.51	0.467	17.88	13.29	11.2	10.59	9.7
CAF316	06/05/2007	0.271	0.409	0.436	0.511	0.468	16.71	13.58	11.43	10.75	9.77
CAF316	06/06/2007	0.271	0.408	0.434	0.511	0.468	14.06	13.46	11.6	10.9	9.85
CAF316	06/07/2007	0.272	0.406	0.433	0.511	0.468	12.88	12.9	11.59	11	9.96
CAF316	06/08/2007	0.271	0.403	0.432	0.511	0.469	13.09	12.45	11.45	11	10.04
CAF316	06/09/2007	0.269	0.399	0.431	0.511	0.469	14.21	12.33	11.32	11	10.1
CAF316	06/10/2007	0.27	0.396	0.429	0.511	0.469	14.13	12.4	11.3	11	10.1
CAF316	06/11/2007	0.273	0.393	0.428	0.511	0.469	13.57	12.39	11.3	11	10.18
CAF316	06/12/2007	0.272	0.389	0.426	0.512	0.469	13.47	12.29	11.26	11	10.2
CAF316	06/13/2007	0.273	0.385	0.424	0.512	0.469	13.71	12.26	11.2	11	10.2
CAF316	06/14/2007	0.271	0.381	0.422	0.512	0.469	13.68	12.2	11.2	11	10.2
CAF316	06/15/2007	0.268	0.375	0.42	0.512	0.469	14.34	12.26	11.2	11	10.2
CAF316	06/16/2007	0.266	0.37	0.417	0.511	0.469	14.43	12.37	11.2	11	10.27
CAF316	06/17/2007	0.265	0.366	0.415	0.512	0.469	13.47	12.39	11.26	11	10.3
CAF316	06/18/2007	0.262	0.36	0.412	0.512	0.469	13.23	12.25	11.26	11	10.3
CAF316	06/19/2007	0.256	0.352	0.408	0.511	0.47	13.74	12.17	11.2	11	10.3
CAF316	06/20/2007	0.248	0.342	0.404	0.511	0.47	14.71	12.24	11.2	11	10.3
CAF316	06/21/2007	0.24	0.331	0.399	0.511	0.469	15.77	12.48	11.22	11	10.3
CAF316	06/22/2007	0.234	0.32	0.394	0.511	0.47	15.85	12.79	11.34	11.07	10.38
CAF316	06/23/2007	0.229	0.307	0.389	0.511	0.47	15.73	12.97	11.46	11.12	10.4
CAF316	06/24/2007	0.226	0.296	0.384	0.511	0.47	15.18	13	11.56	11.2	10.4
CAF316	06/25/2007	0.223	0.286	0.379	0.51	0.47	14.52	12.96	11.6	11.27	10.47
CAF316	06/26/2007	0.219	0.276	0.373	0.511	0.47	13.79	12.74	11.6	11.3	10.5
CAF316	06/27/2007	0.216	0.265	0.366	0.51	0.47	14.29	12.58	11.54	11.3	10.51
CAF316	06/28/2007	0.214	0.255	0.359	0.509	0.47	14.86	12.59	11.5	11.3	10.6
CAF316	06/29/2007	0.212	0.246	0.351	0.507	0.47	15.31	12.74	11.5	11.3	10.6
CAF316	06/30/2007	0.211	0.24	0.345	0.5	0.47	15.14	12.87	11.6	11.3	10.6
CAF316	07/01/2007	0.208	0.233	0.335	0.487	0.47	15.02	12.9	11.6	11.37	10.6
CAF316	07/02/2007	0.207	0.226	0.322	0.471	0.47	15.58	12.96	11.67	11.4	10.63
CAF316	07/03/2007	0.204	0.219	0.309	0.432	0.47	15.74	13.07	11.7	11.4	10.7
CAF316	07/04/2007	0.202	0.213	0.294	0.406	0.47	16.32	13.17	11.78	11.49	10.7
CAF316	07/05/2007	0.199	0.206	0.275	0.393	0.47	16.95	13.39	11.85	11.5	10.7
CAF316	07/06/2007	0.197	0.201	0.256	0.385	0.47	17.75	13.67	11.96	11.58	10.78
CAF316	07/07/2007	0.195	0.196	0.239	0.38	0.471	17.94	14	12.11	11.65	10.8
CAF316	07/08/2007	0.192	0.192	0.223	0.375	0.471	17.52	14.18	12.25	11.75	10.87
CAF316	07/09/2007	0.19	0.188	0.208	0.37	0.47	17.47	14.23	12.37	11.85	10.91
CAF316	07/10/2007	0.188	0.184	0.194	0.365	0.47	17.8	14.28	12.44	11.9	11
CAF316	07/11/2007	0.187	0.18	0.181	0.36	0.47	18.45	14.45	12.53	12	11.04
CAF316	07/12/2007	0.185	0.178	0.17	0.356	0.47	18.87	14.71	12.64	12.06	11.1
CAF316	07/13/2007	0.184	0.175	0.16	0.352	0.468	19.15	14.94	12.79	12.14	11.17
CAF316	07/14/2007	0.182	0.173	0.152	0.349	0.467	19.59	15.17	12.95	12.23	11.21
CAF316	07/15/2007	0.181	0.172	0.146	0.346	0.467	19.66	15.44	13.1	12.33	11.3
CAF316	07/16/2007	0.179	0.171	0.142	0.344	0.466	19.37	15.58	13.25	12.44	11.37
CAF316	07/17/2007	0.178	0.17	0.139	0.342	0.466	19.29	15.66	13.37	12.53	11.44
CAF316	07/18/2007	0.176	0.169	0.137	0.341	0.466	18.62	15.64	13.48	12.63	11.51
CAF316	07/19/2007	0.177	0.168	0.135	0.339	0.462	19.05	15.59	13.5	12.7	11.6
CAF316	07/20/2007	0.175	0.168	0.134	0.338	0.45	17.98	15.58	13.57	12.77	11.67
CAF316	07/21/2007	0.175	0.167	0.133	0.337	0.439	18.08	15.4	13.6	12.8	11.71
