Location	Date	VW_30cm	VW_60cm	VW_90cm	VW_120cm	VW_150cm	T_30cm	T_60cm	T_90cm	T_120cm	T_150cm
CAF129	04/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	04/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	04/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	04/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	04/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	04/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	04/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	04/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	04/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	04/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	04/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	05/31/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	06/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	07/31/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	08/31/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	09/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	10/31/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	11/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	12/31/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/01/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/02/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/03/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/04/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/05/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/06/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/07/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/08/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/09/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/10/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/11/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/12/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/13/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/14/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/15/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/16/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/17/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/18/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/19/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/20/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/21/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/22/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF129	01/23/2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
