Location	Date	VW_30cm	VW_60cm	VW_90cm	VW_120cm	VW_150cm	T_30cm	T_60cm	T_90cm	T_120cm	T_150cm
CAF351	04/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	04/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	04/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	04/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	04/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	04/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	04/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	04/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	04/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	04/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	04/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	05/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	05/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	05/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	05/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	05/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	05/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF351	05/07/2007	0.398	0.425	0.353	0.3	NA	10.68	9.15	8.3	NA	NA
CAF351	05/08/2007	0.399	0.425	0.353	0.3	NA	11.38	9.412	8.346	NA	NA
CAF351	05/09/2007	0.4	0.426	0.352	0.3	NA	12.47	9.933	8.508	NA	NA
CAF351	05/10/2007	0.4	0.427	0.352	0.3	NA	13.02	10.46	8.758	NA	NA
CAF351	05/11/2007	0.4	0.427	0.352	0.3	NA	13.65	10.93	9.042	NA	NA
CAF351	05/12/2007	0.4	0.428	0.352	0.3	NA	14.16	11.37	9.333	NA	NA
CAF351	05/13/2007	0.4	0.428	0.352	0.301	NA	14.01	11.73	9.629	NA	NA
CAF351	05/14/2007	0.398	0.428	0.352	0.301	NA	13.06	11.78	9.871	NA	NA
CAF351	05/15/2007	0.398	0.428	0.352	0.301	NA	13.43	11.75	10.01	NA	NA
