Location	Date	VW_30cm	VW_60cm	VW_90cm	VW_120cm	VW_150cm	T_30cm	T_60cm	T_90cm	T_120cm	T_150cm
CAF079	04/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	04/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	04/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	04/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	04/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	04/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	04/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	04/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	04/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	04/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	04/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	05/31/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	06/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/15/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/16/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/17/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/18/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/19/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	07/31/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	08/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	08/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	08/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF079	08/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
