Location	Date	VW_30cm	VW_60cm	VW_90cm	VW_120cm	VW_150cm	T_30cm	T_60cm	T_90cm	T_120cm	T_150cm
CAF139	04/20/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	04/21/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	04/22/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	04/23/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	04/24/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	04/25/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	04/26/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	04/27/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	04/28/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	04/29/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	04/30/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	05/01/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	05/02/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	05/03/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	05/04/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	05/05/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	05/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	05/07/2007	0.345	NA	0.494	0.438	0.336	13.68	NA	9.3	8.7	8.6
CAF139	05/08/2007	0.342	NA	0.495	0.437	0.336	13.26	NA	9.35	8.7	8.62
CAF139	05/09/2007	0.338	NA	0.495	0.436	0.336	14.3	NA	9.58	8.8	8.7
CAF139	05/10/2007	0.332	NA	0.496	0.436	0.336	14.56	NA	9.85	8.9	8.73
CAF139	05/11/2007	0.325	NA	0.496	0.435	0.336	15.1	NA	10.13	9.04	8.81
CAF139	05/12/2007	0.318	NA	0.497	0.434	0.336	15.56	NA	10.4	9.19	8.91
CAF139	05/13/2007	0.311	NA	0.498	0.435	0.335	14.51	NA	10.67	9.35	9.02
CAF139	05/14/2007	0.305	NA	0.498	0.435	0.335	13.57	NA	10.86	9.53	9.14
CAF139	05/15/2007	0.3	NA	0.498	0.435	0.335	14.4	NA	10.91	9.67	9.25
CAF139	05/16/2007	0.294	NA	0.498	0.434	0.334	15.2	NA	11	9.78	9.37
CAF139	05/17/2007	0.289	NA	0.498	0.433	0.333	15.49	NA	11.13	9.88	9.48
CAF139	05/18/2007	0.284	NA	0.498	0.433	0.333	15.57	NA	11.28	10	9.57
CAF139	05/19/2007	0.28	NA	0.499	0.433	0.333	15.14	NA	11.43	10.12	9.68
CAF139	05/20/2007	0.276	NA	0.499	0.433	0.333	13.41	NA	11.55	10.24	9.77
CAF139	05/21/2007	0.275	NA	0.499	0.433	0.333	11.39	NA	11.53	10.35	9.86
CAF139	05/22/2007	0.305	NA	0.499	0.432	0.333	10.99	NA	11.39	10.4	9.95
CAF139	05/23/2007	0.324	NA	0.498	0.431	0.333	12.09	NA	11.19	10.4	10
CAF139	05/24/2007	0.321	NA	0.497	0.431	0.333	12.83	NA	11.08	10.4	10.08
CAF139	05/25/2007	0.314	NA	0.496	0.43	0.333	13.11	NA	11.07	10.35	10.1
CAF139	05/26/2007	0.306	NA	0.496	0.43	0.333	13.79	NA	11.1	10.31	10.1
CAF139	05/27/2007	0.301	NA	0.496	0.43	0.333	14.11	NA	11.16	10.4	10.1
CAF139	05/28/2007	0.294	NA	0.496	0.429	0.332	12.21	NA	11.25	10.4	10.1
CAF139	05/29/2007	0.291	NA	0.495	0.428	0.332	13.07	NA	11.22	10.44	10.2
CAF139	05/30/2007	0.288	NA	0.493	0.428	0.332	13.67	NA	11.14	10.5	10.2
CAF139	05/31/2007	0.283	NA	0.492	0.428	0.332	14.83	NA	11.18	10.5	10.2
CAF139	06/01/2007	0.278	NA	0.49	0.428	0.332	15.88	NA	11.33	10.5	10.23
CAF139	06/02/2007	0.273	NA	0.489	0.428	0.332	16.73	NA	11.54	10.53	10.3
CAF139	06/03/2007	0.269	NA	0.486	0.427	0.332	17.45	NA	11.78	10.63	10.31
CAF139	06/04/2007	0.266	NA	0.485	0.427	0.332	18	NA	12.03	10.75	10.4
CAF139	06/05/2007	0.26	NA	0.485	0.427	0.332	15.72	NA	12.4	10.96	10.5
CAF139	06/06/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	06/07/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	06/08/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	06/09/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	06/10/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	06/11/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	06/12/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	06/13/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	06/14/2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAF139	06/15/2007	0.259	NA	0.467	0.417	0.332	16.05	NA	12.11	11.3	11
CAF139	06/16/2007	0.256	NA	0.466	0.416	0.332	15.12	NA	12.19	11.34	11
CAF139	06/17/2007	0.253	NA	0.465	0.415	0.332	13.91	NA	12.31	11.4	11.08
CAF139	06/18/2007	0.253	NA	0.463	0.414	0.332	14.35	NA	12.29	11.41	11.1
CAF139	06/19/2007	0.252	NA	0.459	0.412	0.332	15.25	NA	12.29	11.5	11.1
CAF139	06/20/2007	0.252	NA	0.456	0.41	0.332	16.7	NA	12.36	11.5	11.19
CAF139	06/21/2007	0.252	NA	0.453	0.408	0.331	18.04	NA	12.52	11.51	11.2
CAF139	06/22/2007	0.249	NA	0.451	0.406	0.331	18.17	NA	12.8	11.61	11.21
CAF139	06/23/2007	0.247	NA	0.449	0.404	0.331	18.07	NA	13.09	11.73	11.3
CAF139	06/24/2007	0.244	NA	0.448	0.401	0.332	17.5	NA	13.28	11.85	11.37
CAF139	06/25/2007	0.241	NA	0.447	0.399	0.332	16.61	NA	13.42	11.98	11.45
CAF139	06/26/2007	0.239	NA	0.446	0.396	0.332	16.15	NA	13.48	12.09	11.54
CAF139	06/27/2007	0.24	NA	0.444	0.392	0.332	17.18	NA	13.47	12.18	11.62
CAF139	06/28/2007	0.241	NA	0.442	0.389	0.332	17.99	NA	13.5	12.2	11.7
CAF139	06/29/2007	0.241	NA	0.44	0.385	0.332	18.52	NA	13.65	12.3	11.76
CAF139	06/30/2007	0.239	NA	0.439	0.382	0.331	18.02	NA	13.82	12.37	11.81
CAF139	07/01/2007	0.238	NA	0.438	0.379	0.331	18.25	NA	13.95	12.47	11.9
CAF139	07/02/2007	0.239	NA	0.437	0.375	0.331	19.13	NA	14.04	12.56	11.96
CAF139	07/03/2007	0.239	NA	0.436	0.372	0.33	19.63	NA	14.21	12.65	12.03
CAF139	07/04/2007	0.24	NA	0.434	0.369	0.33	20.56	NA	14.4	12.76	12.1
CAF139	07/05/2007	0.241	NA	0.433	0.367	0.33	21.5	NA	14.63	12.88	12.2
CAF139	07/06/2007	0.242	NA	0.433	0.364	0.329	22.54	NA	14.93	13.03	12.29
CAF139	07/07/2007	0.242	NA	0.433	0.362	0.329	22.73	NA	15.26	13.19	12.4
CAF139	07/08/2007	0.24	NA	0.433	0.36	0.329	22.32	NA	15.6	13.39	12.53
CAF139	07/09/2007	0.239	NA	0.434	0.359	0.328	22.33	NA	15.86	13.58	12.67
CAF139	07/10/2007	0.24	NA	0.433	0.357	0.328	22.78	NA	16.06	13.77	12.83
CAF139	07/11/2007	0.241	NA	0.433	0.355	0.328	23.43	NA	16.25	13.95	12.96
CAF139	07/12/2007	0.241	NA	0.434	0.354	0.327	23.73	NA	16.5	14.13	13.1
CAF139	07/13/2007	0.241	NA	0.434	0.352	0.327	23.96	NA	16.75	14.3	13.25
CAF139	07/14/2007	0.241	NA	0.435	0.351	0.327	24.13	NA	16.99	14.48	13.39
CAF139	07/15/2007	0.24	NA	0.435	0.349	0.326	23.98	NA	17.22	14.66	13.54
CAF139	07/16/2007	0.239	NA	0.436	0.348	0.326	23.71	NA	17.42	14.85	13.69
CAF139	07/17/2007	0.237	NA	0.437	0.347	0.326	23.21	NA	17.56	15.02	13.85
CAF139	07/18/2007	0.235	NA	0.437	0.346	0.325	22.51	NA	17.68	15.17	13.99
CAF139	07/19/2007	0.234	NA	0.437	0.345	0.325	22.53	NA	17.71	15.31	14.13
CAF139	07/20/2007	0.231	NA	0.438	0.343	0.325	21.31	NA	17.7	15.41	14.25
CAF139	07/21/2007	0.233	NA	0.437	0.342	0.324	22.12	NA	17.64	15.5	14.39
CAF139	07/22/2007	0.233	NA	0.437	0.341	0.324	22.65	NA	17.6	15.52	14.45
CAF139	07/23/2007	0.235	NA	0.437	0.34	0.324	23.58	NA	17.61	15.6	14.52
CAF139	07/24/2007	0.236	NA	0.438	0.339	0.324	24.11	NA	17.79	15.64	14.6
CAF139	07/25/2007	0.234	NA	0.438	0.338	0.323	23.31	NA	17.94	15.72	14.68
